"","GEOID","Census_Tract","County","State","year","total","yes_internet","no_internet"
"1301","24510080302","Census Tract 803.02"," Baltimore city"," Maryland","2020",1093,774,319
"1302","24510080400","Census Tract 804"," Baltimore city"," Maryland","2020",421,300,76
"1303","24510080500","Census Tract 805"," Baltimore city"," Maryland","2020",518,458,56
"1304","24510080600","Census Tract 806"," Baltimore city"," Maryland","2020",664,457,167
"1305","24510080700","Census Tract 807"," Baltimore city"," Maryland","2020",305,258,39
"1306","24510080800","Census Tract 808"," Baltimore city"," Maryland","2020",672,602,58
"1307","24510090100","Census Tract 901"," Baltimore city"," Maryland","2020",1606,1371,204
"1308","24510090200","Census Tract 902"," Baltimore city"," Maryland","2020",1282,1077,190
"1309","24510090300","Census Tract 903"," Baltimore city"," Maryland","2020",1945,1436,337
"1310","24510090400","Census Tract 904"," Baltimore city"," Maryland","2020",653,461,181
"1311","24510090500","Census Tract 905"," Baltimore city"," Maryland","2020",637,495,129
"1312","24510090600","Census Tract 906"," Baltimore city"," Maryland","2020",811,504,176
"1313","24510090700","Census Tract 907"," Baltimore city"," Maryland","2020",928,593,237
"1314","24510090800","Census Tract 908"," Baltimore city"," Maryland","2020",873,582,291
"1315","24510090900","Census Tract 909"," Baltimore city"," Maryland","2020",940,565,326
"1316","24510100100","Census Tract 1001"," Baltimore city"," Maryland","2020",751,475,228
"1317","24510100200","Census Tract 1002"," Baltimore city"," Maryland","2020",1127,770,351
"1318","24510100300","Census Tract 1003"," Baltimore city"," Maryland","2020",0,0,0
"1319","24510110100","Census Tract 1101"," Baltimore city"," Maryland","2020",2020,1817,33
"1320","24510110200","Census Tract 1102"," Baltimore city"," Maryland","2020",4066,3353,462
"1321","24510120100","Census Tract 1201"," Baltimore city"," Maryland","2020",2513,2349,117
"1322","24510120201","Census Tract 1202.01"," Baltimore city"," Maryland","2020",881,770,10
"1323","24510120202","Census Tract 1202.02"," Baltimore city"," Maryland","2020",1509,1416,30
"1324","24510120300","Census Tract 1203"," Baltimore city"," Maryland","2020",1471,1224,177
"1325","24510120400","Census Tract 1204"," Baltimore city"," Maryland","2020",729,602,110
"1326","24510120500","Census Tract 1205"," Baltimore city"," Maryland","2020",1103,951,102
"1327","24510120600","Census Tract 1206"," Baltimore city"," Maryland","2020",1638,1246,351
"1328","24510120700","Census Tract 1207"," Baltimore city"," Maryland","2020",1057,880,90
"1329","24510130100","Census Tract 1301"," Baltimore city"," Maryland","2020",1633,1161,340
"1330","24510130200","Census Tract 1302"," Baltimore city"," Maryland","2020",1187,942,222
"1331","24510130300","Census Tract 1303"," Baltimore city"," Maryland","2020",785,574,197
"1332","24510130400","Census Tract 1304"," Baltimore city"," Maryland","2020",673,446,182
"1333","24510130600","Census Tract 1306"," Baltimore city"," Maryland","2020",1705,1608,38
"1334","24510130700","Census Tract 1307"," Baltimore city"," Maryland","2020",2525,2159,277
"1335","24510130803","Census Tract 1308.03"," Baltimore city"," Maryland","2020",1249,1016,223
"1336","24510130804","Census Tract 1308.04"," Baltimore city"," Maryland","2020",855,772,83
"1337","24510130805","Census Tract 1308.05"," Baltimore city"," Maryland","2020",607,453,149
"1338","24510130806","Census Tract 1308.06"," Baltimore city"," Maryland","2020",606,556,13
"1339","24510140100","Census Tract 1401"," Baltimore city"," Maryland","2020",2108,1661,302
"1340","24510140200","Census Tract 1402"," Baltimore city"," Maryland","2020",1102,900,192
"1341","24510140300","Census Tract 1403"," Baltimore city"," Maryland","2020",853,627,128
"1342","24510150100","Census Tract 1501"," Baltimore city"," Maryland","2020",967,606,341
"1343","24510150200","Census Tract 1502"," Baltimore city"," Maryland","2020",939,522,411
"1344","24510150300","Census Tract 1503"," Baltimore city"," Maryland","2020",498,281,150
"1345","24510150400","Census Tract 1504"," Baltimore city"," Maryland","2020",1283,727,496
"1346","24510150500","Census Tract 1505"," Baltimore city"," Maryland","2020",592,325,208
"1347","24510150600","Census Tract 1506"," Baltimore city"," Maryland","2020",1154,645,449
"1348","24510150701","Census Tract 1507.01"," Baltimore city"," Maryland","2020",576,346,101
"1349","24510150702","Census Tract 1507.02"," Baltimore city"," Maryland","2020",703,412,234
"1350","24510150800","Census Tract 1508"," Baltimore city"," Maryland","2020",1825,791,784
"1351","24510150900","Census Tract 1509"," Baltimore city"," Maryland","2020",1300,848,341
"1352","24510151000","Census Tract 1510"," Baltimore city"," Maryland","2020",1888,1176,482
"1353","24510151100","Census Tract 1511"," Baltimore city"," Maryland","2020",2854,2063,569
"1354","24510151200","Census Tract 1512"," Baltimore city"," Maryland","2020",1677,734,666
"1355","24510151300","Census Tract 1513"," Baltimore city"," Maryland","2020",1671,1186,308
"1356","24510160100","Census Tract 1601"," Baltimore city"," Maryland","2020",1094,697,378
"1357","24510160200","Census Tract 1602"," Baltimore city"," Maryland","2020",873,638,234
"1358","24510160300","Census Tract 1603"," Baltimore city"," Maryland","2020",503,216,287
"1359","24510160400","Census Tract 1604"," Baltimore city"," Maryland","2020",666,355,295
"1360","24510160500","Census Tract 1605"," Baltimore city"," Maryland","2020",1445,642,734
"1361","24510160600","Census Tract 1606"," Baltimore city"," Maryland","2020",1079,653,380
"1362","24510160700","Census Tract 1607"," Baltimore city"," Maryland","2020",1507,922,458
"1363","24510160801","Census Tract 1608.01"," Baltimore city"," Maryland","2020",1220,923,265
"1364","24510160802","Census Tract 1608.02"," Baltimore city"," Maryland","2020",1049,760,271
"1365","24510170100","Census Tract 1701"," Baltimore city"," Maryland","2020",879,712,88
"1366","24510170200","Census Tract 1702"," Baltimore city"," Maryland","2020",1124,714,309
"1367","24510170300","Census Tract 1703"," Baltimore city"," Maryland","2020",922,640,253
"1368","24510180300","Census Tract 1803"," Baltimore city"," Maryland","2020",953,813,136
"1369","24510190100","Census Tract 1901"," Baltimore city"," Maryland","2020",860,666,186
"1370","24510190200","Census Tract 1902"," Baltimore city"," Maryland","2020",720,597,116
"1371","24510190300","Census Tract 1903"," Baltimore city"," Maryland","2020",791,428,337
"1372","24510200100","Census Tract 2001"," Baltimore city"," Maryland","2020",625,512,100
"1373","24510200200","Census Tract 2002"," Baltimore city"," Maryland","2020",768,447,283
"1374","24510200300","Census Tract 2003"," Baltimore city"," Maryland","2020",393,259,131
"1375","24510200400","Census Tract 2004"," Baltimore city"," Maryland","2020",471,299,167
"1376","24510200500","Census Tract 2005"," Baltimore city"," Maryland","2020",962,726,224
"1377","24510200600","Census Tract 2006"," Baltimore city"," Maryland","2020",937,804,117
"1378","24510200701","Census Tract 2007.01"," Baltimore city"," Maryland","2020",1782,1119,631
"1379","24510200702","Census Tract 2007.02"," Baltimore city"," Maryland","2020",530,358,164
"1380","24510200800","Census Tract 2008"," Baltimore city"," Maryland","2020",771,581,163
"1381","24510210100","Census Tract 2101"," Baltimore city"," Maryland","2020",983,883,73
"1382","24510210200","Census Tract 2102"," Baltimore city"," Maryland","2020",1587,1400,157
"1383","24510220100","Census Tract 2201"," Baltimore city"," Maryland","2020",2361,1973,337
"1384","24510230100","Census Tract 2301"," Baltimore city"," Maryland","2020",1059,928,77
"1385","24510230200","Census Tract 2302"," Baltimore city"," Maryland","2020",865,793,60
"1386","24510230300","Census Tract 2303"," Baltimore city"," Maryland","2020",727,695,32
"1387","24510240100","Census Tract 2401"," Baltimore city"," Maryland","2020",1649,1585,45
"1388","24510240200","Census Tract 2402"," Baltimore city"," Maryland","2020",1394,1345,38
"1389","24510240300","Census Tract 2403"," Baltimore city"," Maryland","2020",929,879,13
"1390","24510240400","Census Tract 2404"," Baltimore city"," Maryland","2020",1251,1202,49
"1391","24510250101","Census Tract 2501.01"," Baltimore city"," Maryland","2020",1691,1448,209
"1392","24510250102","Census Tract 2501.02"," Baltimore city"," Maryland","2020",1235,1108,127
"1393","24510250103","Census Tract 2501.03"," Baltimore city"," Maryland","2020",1655,995,563
"1394","24510250203","Census Tract 2502.03"," Baltimore city"," Maryland","2020",730,560,115
"1395","24510250204","Census Tract 2502.04"," Baltimore city"," Maryland","2020",1590,909,644
"1396","24510250205","Census Tract 2502.05"," Baltimore city"," Maryland","2020",1261,997,263
"1397","24510250206","Census Tract 2502.06"," Baltimore city"," Maryland","2020",822,658,136
"1398","24510250207","Census Tract 2502.07"," Baltimore city"," Maryland","2020",758,498,187
"1399","24510250301","Census Tract 2503.01"," Baltimore city"," Maryland","2020",802,605,185
"1400","24510250303","Census Tract 2503.03"," Baltimore city"," Maryland","2020",779,573,194
"1401","24510250401","Census Tract 2504.01"," Baltimore city"," Maryland","2020",1417,1021,339
"1402","24510250402","Census Tract 2504.02"," Baltimore city"," Maryland","2020",1510,986,370
"1403","24510250500","Census Tract 2505"," Baltimore city"," Maryland","2020",2068,1206,808
"1404","24510250600","Census Tract 2506"," Baltimore city"," Maryland","2020",0,0,0
"1405","24510260101","Census Tract 2601.01"," Baltimore city"," Maryland","2020",1845,1678,150
"1406","24510260102","Census Tract 2601.02"," Baltimore city"," Maryland","2020",1838,1499,249
"1407","24510260201","Census Tract 2602.01"," Baltimore city"," Maryland","2020",2411,1937,319
"1408","24510260202","Census Tract 2602.02"," Baltimore city"," Maryland","2020",2599,2110,431
"1409","24510260203","Census Tract 2602.03"," Baltimore city"," Maryland","2020",1034,851,183
"1410","24510260301","Census Tract 2603.01"," Baltimore city"," Maryland","2020",1369,1152,217
"1411","24510260302","Census Tract 2603.02"," Baltimore city"," Maryland","2020",2504,2083,379
"1412","24510260303","Census Tract 2603.03"," Baltimore city"," Maryland","2020",643,541,95
"1413","24510260401","Census Tract 2604.01"," Baltimore city"," Maryland","2020",1111,684,399
"1414","24510260402","Census Tract 2604.02"," Baltimore city"," Maryland","2020",1194,931,206
"1415","24510260403","Census Tract 2604.03"," Baltimore city"," Maryland","2020",737,582,155
"1416","24510260404","Census Tract 2604.04"," Baltimore city"," Maryland","2020",425,343,62
"1417","24510260501","Census Tract 2605.01"," Baltimore city"," Maryland","2020",1502,1189,289
"1418","24510260604","Census Tract 2606.04"," Baltimore city"," Maryland","2020",526,440,86
"1419","24510260605","Census Tract 2606.05"," Baltimore city"," Maryland","2020",1911,1591,314
"1420","24510260700","Census Tract 2607"," Baltimore city"," Maryland","2020",964,863,89
"1421","24510260800","Census Tract 2608"," Baltimore city"," Maryland","2020",967,656,248
"1422","24510260900","Census Tract 2609"," Baltimore city"," Maryland","2020",1837,1735,102
"1423","24510261000","Census Tract 2610"," Baltimore city"," Maryland","2020",869,760,109
"1424","24510261100","Census Tract 2611"," Baltimore city"," Maryland","2020",920,866,45
"1425","24510270101","Census Tract 2701.01"," Baltimore city"," Maryland","2020",527,463,56
"1426","24510270102","Census Tract 2701.02"," Baltimore city"," Maryland","2020",1363,1190,113
"1427","24510270200","Census Tract 2702"," Baltimore city"," Maryland","2020",687,666,14
"1428","24510270301","Census Tract 2703.01"," Baltimore city"," Maryland","2020",1117,1022,48
"1429","24510270302","Census Tract 2703.02"," Baltimore city"," Maryland","2020",718,681,32
"1430","24510270401","Census Tract 2704.01"," Baltimore city"," Maryland","2020",1792,1602,151
"1431","24510270402","Census Tract 2704.02"," Baltimore city"," Maryland","2020",1222,1116,83
"1432","24510270501","Census Tract 2705.01"," Baltimore city"," Maryland","2020",1647,1483,164
"1433","24510270502","Census Tract 2705.02"," Baltimore city"," Maryland","2020",1847,1674,153
"1434","24510270600","Census Tract 2706"," Baltimore city"," Maryland","2020",1773,1601,115
"1435","24510270701","Census Tract 2707.01"," Baltimore city"," Maryland","2020",997,781,168
"1436","24510270702","Census Tract 2707.02"," Baltimore city"," Maryland","2020",1017,887,112
"1437","24510270703","Census Tract 2707.03"," Baltimore city"," Maryland","2020",1332,1186,132
"1438","24510270801","Census Tract 2708.01"," Baltimore city"," Maryland","2020",1391,1251,127
"1439","24510270802","Census Tract 2708.02"," Baltimore city"," Maryland","2020",2363,1948,341
"1440","24510270803","Census Tract 2708.03"," Baltimore city"," Maryland","2020",2835,2274,517
"1441","24510270804","Census Tract 2708.04"," Baltimore city"," Maryland","2020",1385,1168,200
"1442","24510270805","Census Tract 2708.05"," Baltimore city"," Maryland","2020",1861,1802,43
"1443","24510270901","Census Tract 2709.01"," Baltimore city"," Maryland","2020",1722,1422,242
"1444","24510270902","Census Tract 2709.02"," Baltimore city"," Maryland","2020",1352,1153,199
"1445","24510270903","Census Tract 2709.03"," Baltimore city"," Maryland","2020",1330,1049,238
"1446","24510271001","Census Tract 2710.01"," Baltimore city"," Maryland","2020",829,690,130
"1447","24510271002","Census Tract 2710.02"," Baltimore city"," Maryland","2020",1482,1178,290
"1448","24510271101","Census Tract 2711.01"," Baltimore city"," Maryland","2020",835,648,168
"1449","24510271102","Census Tract 2711.02"," Baltimore city"," Maryland","2020",497,480,17
"1450","24510271200","Census Tract 2712"," Baltimore city"," Maryland","2020",2119,2056,63
"1451","24510271300","Census Tract 2713"," Baltimore city"," Maryland","2020",1065,1043,10
"1452","24510271400","Census Tract 2714"," Baltimore city"," Maryland","2020",1462,1381,41
"1453","24510271501","Census Tract 2715.01"," Baltimore city"," Maryland","2020",1722,1622,58
"1454","24510271503","Census Tract 2715.03"," Baltimore city"," Maryland","2020",620,546,57
"1455","24510271600","Census Tract 2716"," Baltimore city"," Maryland","2020",1357,937,324
"1456","24510271700","Census Tract 2717"," Baltimore city"," Maryland","2020",1740,1109,532
"1457","24510271801","Census Tract 2718.01"," Baltimore city"," Maryland","2020",1164,698,406
"1458","24510271802","Census Tract 2718.02"," Baltimore city"," Maryland","2020",764,329,257
"1459","24510271900","Census Tract 2719"," Baltimore city"," Maryland","2020",1443,1104,232
"1460","24510272003","Census Tract 2720.03"," Baltimore city"," Maryland","2020",1966,1587,268
"1461","24510272004","Census Tract 2720.04"," Baltimore city"," Maryland","2020",1715,1359,181
"1462","24510272005","Census Tract 2720.05"," Baltimore city"," Maryland","2020",1212,931,161
"1463","24510272006","Census Tract 2720.06"," Baltimore city"," Maryland","2020",1522,822,603
"1464","24510272007","Census Tract 2720.07"," Baltimore city"," Maryland","2020",1575,1268,245
"1465","24510280101","Census Tract 2801.01"," Baltimore city"," Maryland","2020",1249,749,228
"1466","24510280102","Census Tract 2801.02"," Baltimore city"," Maryland","2020",2516,1526,768
"1467","24510280200","Census Tract 2802"," Baltimore city"," Maryland","2020",1741,1300,299
"1468","24510280301","Census Tract 2803.01"," Baltimore city"," Maryland","2020",1987,1080,532
"1469","24510280302","Census Tract 2803.02"," Baltimore city"," Maryland","2020",1341,733,445
"1470","24510280401","Census Tract 2804.01"," Baltimore city"," Maryland","2020",1482,1258,196
"1471","24510280402","Census Tract 2804.02"," Baltimore city"," Maryland","2020",523,413,107
"1472","24510280403","Census Tract 2804.03"," Baltimore city"," Maryland","2020",1866,1504,351
"1473","24510280404","Census Tract 2804.04"," Baltimore city"," Maryland","2020",1070,828,217
"1474","24510280500","Census Tract 2805"," Baltimore city"," Maryland","2020",932,647,245
"1475","24510280600","Census Tract 2806"," Baltimore city"," Maryland","2020",1381,874,451
