"","workorderid","date","description","address","details","address1"
"231","1306237","1/30/2024","WATER MAIN BREAK","600 EAST LOMBARD ST","yes","600 EAST LOMBARD ST, baltimore"
"232","1306346","1/30/2024","WATER MAIN BREAK","400 BLK TUNBRIDGE RD","yes","400 BLK TUNBRIDGE RD, baltimore"
"233","1306365","1/30/2024","WATER MAIN BREAK","7612 BERKSHIRE RD","yes","7612 BERKSHIRE RD, baltimore"
"234","1306371","1/30/2024","WATER MAIN BREAK","7106 HULL CT","yes","7106 HULL CT, baltimore"
"235","1306488","1/30/2024","WATER MAIN BREAK","1337 WEST PRATT ST","yes","1337 WEST PRATT ST, baltimore"
"236","1306492","1/30/2024","WATER MAIN BREAK","1026 WEST FAYETTE ST","yes","1026 WEST FAYETTE ST, baltimore"
"237","1306498","1/30/2024","WATER MAIN BREAK","1 MONROE FIELD CT","yes","1 MONROE FIELD CT, baltimore"
"238","1306511","1/31/2024","WATER MAIN BREAK","143 EAST NORTH AVE","yes","143 EAST NORTH AVE, baltimore"
"239","1306517","1/31/2024","WATER MAIN BREAK","1334 WOODBOURNE AVE","yes","1334 WOODBOURNE AVE, baltimore"
"240","1306598","1/31/2024","WATER MAIN BREAK","700 BLK BATTERY AVE","yes","700 BLK BATTERY AVE, baltimore"
"241","1306610","1/31/2024","WATER JOINT LEAK","2100 KENNICOTT RD","yes","2100 KENNICOTT RD, baltimore"
"242","1306693","1/31/2024","WATER MAIN BREAK","1505 EAST HOMBERG AVE","yes","1505 EAST HOMBERG AVE, baltimore"
"243","1306769","1/31/2024","WATER MAIN BREAK","8620 WOODSPRING RD","yes","8620 WOODSPRING RD, baltimore"
"244","1306781","1/31/2024","WATER MAIN BREAK","7906 SAINT GREGORY DR","yes","7906 SAINT GREGORY DR, baltimore"
"245","1306797","1/31/2024","WATER MAIN BREAK","1109 OUTLETT MILLS CT","yes","1109 OUTLETT MILLS CT, baltimore"
"246","1306816","1/31/2024","WATER MAIN BREAK","511 ACADEMY RD","yes","511 ACADEMY RD, baltimore"
"247","1306866","2/1/2024","WATER MAIN BREAK","2719 EAST HOFFMAN ST","yes","2719 EAST HOFFMAN ST, baltimore"
"248","1306867","2/1/2024","WATER MAIN BREAK","6732 DOGWOOD RD","yes","6732 DOGWOOD RD, baltimore"
"249","1306887","2/1/2024","WATER MAIN BREAK","8201 MARCIE DR","yes","8201 MARCIE DR, baltimore"
"250","1307019","2/1/2024","WATER MAIN BREAK","2803 SILVER HILL AVE","yes","2803 SILVER HILL AVE, baltimore"
"251","1307180","2/1/2024","WATER MAIN BREAK","1010 FRANCIS AVE","yes","1010 FRANCIS AVE, baltimore"
"252","1307224","2/2/2024","WATER MAIN BREAK","2000 KENNICOTT RD","yes","2000 KENNICOTT RD, baltimore"
"253","1307524","2/2/2024","WATER JOINT LEAK","10 GLENCOE AVE","yes","10 GLENCOE AVE, baltimore"
"254","1307568","2/2/2024","WATER MAIN BREAK","2 DENEISON ST","yes","2 DENEISON ST, baltimore"
"255","1307576","2/3/2024","WATER MAIN BREAK","1332 MYRTLE AVE","yes","1332 MYRTLE AVE, baltimore"
"256","1307586","2/3/2024","WATER MAIN BREAK","1300 WESTELLEN RD","yes","1300 WESTELLEN RD, baltimore"
"257","1307587","2/3/2024","WATER MAIN BREAK","1012 SMOKE TREE RD","yes","1012 SMOKE TREE RD, baltimore"
"258","1307588","2/3/2024","WATER MAIN BREAK","9 CRANBROOK RD","yes","9 CRANBROOK RD, baltimore"
"259","1307591","2/3/2024","WATER MAIN BREAK","3061 OAK FOREST DR","yes","3061 OAK FOREST DR, baltimore"
"260","1307611","2/3/2024","WATER MAIN BREAK","30 HOBART CT","yes","30 HOBART CT, baltimore"
"261","1307627","2/3/2024","WATER MAIN BREAK","1321 MAPLE AVE","yes","1321 MAPLE AVE, baltimore"
"262","1307644","2/4/2024","WATER MAIN BREAK","3 AMIEL CT","yes","3 AMIEL CT, baltimore"
"263","1307681","2/4/2024","WATER MAIN BREAK","1442 BURTON AVE","yes","1442 BURTON AVE, baltimore"
"264","1307831","2/5/2024","WATER MAIN BREAK","1417 GALENA RD","yes","1417 GALENA RD, baltimore"
"265","1307851","2/5/2024","WATER MAIN BREAK","1520 DENTON RD","yes","1520 DENTON RD, baltimore"
"266","1307874","2/5/2024","WATER MAIN BREAK","6 SMITH LN","yes","6 SMITH LN, baltimore"
"267","1307884","2/5/2024","WATER MAIN BREAK","1 ALDER DR","yes","1 ALDER DR, baltimore"
"268","1307952","2/5/2024","WATER MAIN BREAK","4800 OAKLAND PARK RD","yes","4800 OAKLAND PARK RD, baltimore"
"269","1308061","2/5/2024","WATER MAIN BREAK","4600 LAUREL AVE","yes","4600 LAUREL AVE, baltimore"
"270","1308062","2/5/2024","WATER MAIN BREAK","1715 WEST JOPPA RD","yes","1715 WEST JOPPA RD, baltimore"
"271","1308151","2/6/2024","WATER MAIN BREAK","5523 WILLYS AVE","yes","5523 WILLYS AVE, baltimore"
"272","1308191","2/6/2024","WATER MAIN BREAK","1206 WHITE AVE","yes","1206 WHITE AVE, baltimore"
"273","1308293","2/6/2024","WATER MAIN BREAK","3134 JEFFREY RD","yes","3134 JEFFREY RD, baltimore"
"274","1308336","2/6/2024","WATER JOINT LEAK","1337 WEST PRATT ST","yes","1337 WEST PRATT ST, baltimore"
"275","1308439","2/6/2024","WATER JOINT LEAK","2 BANGERT AVE","yes","2 BANGERT AVE, baltimore"
"276","1308483","2/7/2024","WATER MAIN BREAK","5509 WILKENS AVE","yes","5509 WILKENS AVE, baltimore"
"277","1308537","2/7/2024","WATER MAIN BREAK","7807 BENNERTON DR","yes","7807 BENNERTON DR, baltimore"
"278","1308596","2/7/2024","WATER JOINT LEAK","801 MC KIM ST","yes","801 MC KIM ST, baltimore"
"279","1308655","2/7/2024","WATER MAIN BREAK","2206 GUILFORD AVE","yes","2206 GUILFORD AVE, baltimore"
"280","1308666","2/7/2024","WATER JOINT LEAK","1228 RANKIN PL","yes","1228 RANKIN PL, baltimore"
"281","1308825","2/7/2024","WATER MAIN BREAK","1333 WEST PRATT ST","yes","1333 WEST PRATT ST, baltimore"
"282","1308830","2/7/2024","WATER JOINT LEAK","1337 WEST PRATT ST","yes","1337 WEST PRATT ST, baltimore"
"283","1308853","2/7/2024","WATER MAIN BREAK","3233 EAST FAYETTE ST","yes","3233 EAST FAYETTE ST, baltimore"
"284","1308978","2/8/2024","WATER JOINT LEAK","8214 NORTH POINT RD","yes","8214 NORTH POINT RD, baltimore"
"285","1308989","2/8/2024","WATER MAIN BREAK","30 HOBART CT","yes","30 HOBART CT, baltimore"
"286","1309056","2/8/2024","WATER MAIN BREAK","1520 DENTON RD","yes","1520 DENTON RD, baltimore"
"287","1309145","2/8/2024","WATER MAIN BREAK","4407 SAINT THOMAS AVE","yes","4407 SAINT THOMAS AVE, baltimore"
"288","1309173","2/8/2024","WATER MAIN BREAK","4424 WALNUT RD","yes","4424 WALNUT RD, baltimore"
"289","1309180","2/9/2024","WATER MAIN BREAK","5412 BANGERT ST","yes","5412 BANGERT ST, baltimore"
"290","1309272","2/9/2024","WATER MAIN BREAK","751 DOLPHIN ST","yes","751 DOLPHIN ST, baltimore"
"291","1309288","2/9/2024","WATER MAIN BREAK","214 NORTH FULTON AVE","yes","214 NORTH FULTON AVE, baltimore"
"292","1309362","2/9/2024","WATER MAIN BREAK","1332 MYRTLE AVE","yes","1332 MYRTLE AVE, baltimore"
"293","1309369","2/9/2024","WATER MAIN BREAK","300 ROSEBANK AVE","yes","300 ROSEBANK AVE, baltimore"
"294","1309399","2/9/2024","WATER MAIN BREAK","4816 PARKSIDE DR","yes","4816 PARKSIDE DR, baltimore"
"295","1309472","2/10/2024","WATER MAIN BREAK","1140 MYRTLE AVE","yes","1140 MYRTLE AVE, baltimore"
"296","1309535","2/11/2024","WATER MAIN BREAK","4 WEST NORTHERN PKWY","yes","4 WEST NORTHERN PKWY, baltimore"
"297","1309592","2/12/2024","WATER MAIN BREAK","509 NORTH LINWOOD AVE","yes","509 NORTH LINWOOD AVE, baltimore"
"298","1309714","2/12/2024","WATER MAIN BREAK","5210 KENWOOD AVE","yes","5210 KENWOOD AVE, baltimore"
"299","1309724","2/12/2024","WATER JOINT LEAK","2712 BOARMAN AVE","yes","2712 BOARMAN AVE, baltimore"
"300","1309747","2/12/2024","WATER JOINT LEAK","216 NORTH FULTON AVE","yes","216 NORTH FULTON AVE, baltimore"
"301","1309776","2/12/2024","WATER JOINT LEAK","1715 WEST JOPPA RD","yes","1715 WEST JOPPA RD, baltimore"
"302","1309799","2/12/2024","WATER MAIN BREAK","10323 GREENSIDE DR","yes","10323 GREENSIDE DR, baltimore"
"303","1310002","2/13/2024","WATER JOINT LEAK","8418 TALLY HO RD","yes","8418 TALLY HO RD, baltimore"
"304","1310006","2/13/2024","WATER JOINT LEAK","240 NORTH CALVERTON RD","yes","240 NORTH CALVERTON RD, baltimore"
"305","1310271","2/14/2024","WATER MAIN BREAK","2335 HOLLINS FERRY RD BALTIMORE CITY","yes","2335 HOLLINS FERRY RD BALTIMORE CITY, baltimore"
"306","1310328","2/14/2024","WATER MAIN BREAK","30 HOBART CT","yes","30 HOBART CT, baltimore"
"307","1310412","2/14/2024","WATER JOINT LEAK","4811 KING AVE","yes","4811 KING AVE, baltimore"
"308","1310448","2/14/2024","WATER JOINT LEAK","3312 WEST NORTH AVE","yes","3312 WEST NORTH AVE, baltimore"
"309","1310473","2/14/2024","WATER JOINT LEAK","7904 SAINT GREGORY DR","yes","7904 SAINT GREGORY DR, baltimore"
"310","1310474","2/14/2024","WATER MAIN BREAK","1022 WEST FAYETTE ST","yes","1022 WEST FAYETTE ST, baltimore"
"311","1310513","2/14/2024","WATER MAIN BREAK","7800 EAST COLLINGHAM DR","yes","7800 EAST COLLINGHAM DR, baltimore"
"312","1310549","2/15/2024","WATER MAIN BREAK","930 SOUTH CHARLES ST","yes","930 SOUTH CHARLES ST, baltimore"
"313","1310787","2/15/2024","WATER JOINT LEAK","5218 FREDCREST RD","yes","5218 FREDCREST RD, baltimore"
"314","1310842","2/15/2024","WATER JOINT LEAK","305 MARTINGALE AVE","yes","305 MARTINGALE AVE, baltimore"
"315","1310874","2/15/2024","WATER MAIN BREAK","306 BRYANSTONE RD","yes","306 BRYANSTONE RD, baltimore"
"316","1310912","2/16/2024","WATER MAIN BREAK","4134 FALLS RD","yes","4134 FALLS RD, baltimore"
"317","1310938","2/16/2024","WATER MAIN BREAK","600 BLK WEST WEST ST","yes","600 BLK WEST WEST ST, baltimore"
"318","1311075","2/16/2024","WATER JOINT LEAK","505 NORTH STREEPER ST","yes","505 NORTH STREEPER ST, baltimore"
"319","1311184","2/16/2024","WATER JOINT LEAK","412 NORTH BELNORD AVE","yes","412 NORTH BELNORD AVE, baltimore"
"320","1311217","2/16/2024","WATER JOINT LEAK","7521 KENLEA AVE","yes","7521 KENLEA AVE, baltimore"
"321","1311571","2/18/2024","WATER MAIN BREAK","2007 TADCASTER RD","yes","2007 TADCASTER RD, baltimore"
"322","1311584","2/18/2024","WATER MAIN BREAK","7904 SAINT GREGORY DR","yes","7904 SAINT GREGORY DR, baltimore"
"323","1311593","2/18/2024","WATER MAIN BREAK","814 NORTH CAREY ST","yes","814 NORTH CAREY ST, baltimore"
"324","1311621","2/19/2024","WATER MAIN BREAK","5000 WEST NORTHERN PKWY","yes","5000 WEST NORTHERN PKWY, baltimore"
"325","1311634","2/19/2024","WATER MAIN BREAK","1023 ELTON AVE","yes","1023 ELTON AVE, baltimore"
"326","1311644","2/19/2024","WATER JOINT LEAK","1407 LEMMON ST","yes","1407 LEMMON ST, baltimore"
"327","1311646","2/19/2024","WATER MAIN BREAK","923 EAST PATAPSCO AVE","yes","923 EAST PATAPSCO AVE, baltimore"
"328","1311656","2/19/2024","WATER JOINT LEAK","1010 FRANCIS AVE","yes","1010 FRANCIS AVE, baltimore"
"329","1311830","2/20/2024","WATER MAIN BREAK","2131 HARMAN AVE","yes","2131 HARMAN AVE, baltimore"
"330","1311842","2/20/2024","WATER JOINT LEAK","949 ELM RIDGE AVE","yes","949 ELM RIDGE AVE, baltimore"
"331","1311915","2/20/2024","WATER MAIN BREAK","1432 EAST LANVALE SAINT BALTIMORE CITY","yes","1432 EAST LANVALE SAINT BALTIMORE CITY, baltimore"
"332","1311981","2/20/2024","WATER JOINT LEAK","218 ALTAMONT AVE","yes","218 ALTAMONT AVE, baltimore"
"333","1311984","2/20/2024","WATER MAIN BREAK","2527 BLK CHRISTIAN ST","yes","2527 BLK CHRISTIAN ST, baltimore"
"334","1312041","2/20/2024","WATER JOINT LEAK","3420 GAITHER RD","yes","3420 GAITHER RD, baltimore"
"335","1312042","2/20/2024","WATER MAIN BREAK","600 WASHINGTON AVE","yes","600 WASHINGTON AVE, baltimore"
"336","1312044","2/20/2024","WATER MAIN BREAK","1601 EAST 33RD ST","yes","1601 EAST 33RD ST, baltimore"
"337","1312084","2/21/2024","WATER MAIN BREAK","600 LAURENS ST","yes","600 LAURENS ST, baltimore"
"338","1312099","2/21/2024","WATER MAIN BREAK","1 MCCORMICK AVE","yes","1 MCCORMICK AVE, baltimore"
"339","1312146","2/21/2024","WATER MAIN BREAK","3228 TARTARIAN CT","yes","3228 TARTARIAN CT, baltimore"
"340","1312163","2/21/2024","WATER MAIN BREAK","4556 DERBY MANOR DR","yes","4556 DERBY MANOR DR, baltimore"
"341","1312173","2/21/2024","WATER JOINT LEAK","10603 ANGLO HILL RD","yes","10603 ANGLO HILL RD, baltimore"
"342","1312314","2/21/2024","WATER JOINT LEAK","1433 BELLONA AVE","yes","1433 BELLONA AVE, baltimore"
"343","1312315","2/21/2024","WATER JOINT LEAK","1745 CLIFTVIEW AVE","yes","1745 CLIFTVIEW AVE, baltimore"
"344","1312345","2/22/2024","WATER MAIN BREAK","1100 CEDARCROFT RD","yes","1100 CEDARCROFT RD, baltimore"
"345","1312490","2/22/2024","WATER MAIN BREAK","3 MCCORMICK AVE","yes","3 MCCORMICK AVE, baltimore"
"346","1312700","2/22/2024","WATER MAIN BREAK","1218 BROOK HOLLOW RD","yes","1218 BROOK HOLLOW RD, baltimore"
"347","1312702","2/22/2024","WATER MAIN BREAK","1116 CHATTERLEIGH CIR","yes","1116 CHATTERLEIGH CIR, baltimore"
"348","1312727","2/23/2024","WATER MAIN BREAK","4800 SETON DR","yes","4800 SETON DR, baltimore"
"349","1312879","2/23/2024","WATER JOINT LEAK","935 ELM RIDGE AVE","yes","935 ELM RIDGE AVE, baltimore"
"350","1312947","2/23/2024","WATER JOINT LEAK","2802 MUNSTER RD","yes","2802 MUNSTER RD, baltimore"
"351","1313005","2/24/2024","WATER MAIN BREAK","1505 KNECHT AVE","yes","1505 KNECHT AVE, baltimore"
"352","1313021","2/24/2024","WATER MAIN BREAK","2817 ULMAN AVE","yes","2817 ULMAN AVE, baltimore"
"353","1313026","2/24/2024","WATER MAIN BREAK","710 OREMS RD","yes","710 OREMS RD, baltimore"
"354","1313041","2/24/2024","WATER MAIN BREAK","2116 NORTH CHARLES ST","yes","2116 NORTH CHARLES ST, baltimore"
"355","1313049","2/24/2024","WATER MAIN BREAK","3531 ROCKDALE CT","yes","3531 ROCKDALE CT, baltimore"
"356","1313054","2/24/2024","WATER MAIN BREAK","7313 KATHYDALE RD","yes","7313 KATHYDALE RD, baltimore"
"357","1313279","2/26/2024","WATER JOINT LEAK","2315 HAMILTOWNE CIR","yes","2315 HAMILTOWNE CIR, baltimore"
"358","1313288","2/26/2024","WATER MAIN BREAK","7900 SUBET RD","yes","7900 SUBET RD, baltimore"
"359","1313314","2/26/2024","WATER MAIN BREAK","1414 GALENA RD","yes","1414 GALENA RD, baltimore"
"360","1313534","2/27/2024","WATER MAIN BREAK","2 MONROE FIELD CT","yes","2 MONROE FIELD CT, baltimore"
"361","1313562","2/27/2024","WATER MAIN BREAK","2106 MIDDLEBOROUGH RD","yes","2106 MIDDLEBOROUGH RD, baltimore"
"362","1313617","2/27/2024","WATER JOINT LEAK","2802 MUNSTER RD","yes","2802 MUNSTER RD, baltimore"
"363","1313671","2/27/2024","WATER MAIN BREAK","1117 CHESTER RD","yes","1117 CHESTER RD, baltimore"
"364","1313731","2/27/2024","WATER MAIN BREAK","601 EAST 30TH ST","yes","601 EAST 30TH ST, baltimore"
"365","1313795","2/27/2024","WATER MAIN BREAK","6025 BARSTOW RD","yes","6025 BARSTOW RD, baltimore"
"366","1313805","2/27/2024","WATER MAIN BREAK","949 ELM RIDGE AVE","yes","949 ELM RIDGE AVE, baltimore"
"367","1313816","2/27/2024","WATER MAIN BREAK","100 LONGDALE RD","yes","100 LONGDALE RD, baltimore"
"368","1313990","2/28/2024","WATER JOINT LEAK","9600A PULASKI HWY","yes","9600A PULASKI HWY, baltimore"
"369","1314215","2/29/2024","WATER MAIN BREAK","4813 SETON DR","yes","4813 SETON DR, baltimore"
"370","1314242","2/29/2024","WATER MAIN BREAK","1 WEST LANVALE ST","yes","1 WEST LANVALE ST, baltimore"
"371","1314344","2/29/2024","WATER JOINT LEAK","2200 EAST FORT AVE","yes","2200 EAST FORT AVE, baltimore"
"372","1314347","2/29/2024","WATER JOINT LEAK","3405 PHILIPS DR","yes","3405 PHILIPS DR, baltimore"
"373","1314387","2/29/2024","WATER MAIN BREAK","1 MCCORMICK AVE","yes","1 MCCORMICK AVE, baltimore"
"374","1314859","2/29/2024","WATER JOINT LEAK","4115 THE ALAMEDA","yes","4115 THE ALAMEDA, baltimore"
"375","1315359","2/29/2024","WATER MAIN BREAK","1200 GREYSTONE RD","yes","1200 GREYSTONE RD, baltimore"
"376","1315380","2/29/2024","WATER MAIN BREAK","1600 MARYLAND AVE","yes","1600 MARYLAND AVE, baltimore"
"377","1315391","3/1/2024","WATER MAIN BREAK","5238 BENSON AVE","yes","5238 BENSON AVE, baltimore"
"378","1315392","3/1/2024","WATER MAIN BREAK","4530 HOLLINS FERRY RD","yes","4530 HOLLINS FERRY RD, baltimore"
"379","1315396","3/1/2024","WATER JOINT LEAK","6001 STARLEIGH RD","yes","6001 STARLEIGH RD, baltimore"
"380","1315621","3/1/2024","WATER JOINT LEAK","1117 CHESTER RD","yes","1117 CHESTER RD, baltimore"
"381","1315653","3/1/2024","WATER MAIN BREAK","1031 NORTH BENTALOU ST","yes","1031 NORTH BENTALOU ST, baltimore"
"382","1315692","3/1/2024","WATER MAIN BREAK","4124 WESTVIEW RD","yes","4124 WESTVIEW RD, baltimore"
"383","1315762","3/2/2024","WATER MAIN BREAK","1 OAK SHADOWS CT","yes","1 OAK SHADOWS CT, baltimore"
"384","1315804","3/2/2024","WATER MAIN BREAK","9721 SILVER FARM CT","yes","9721 SILVER FARM CT, baltimore"
"385","1315805","3/2/2024","WATER MAIN BREAK","4110 PINEDALE DR","yes","4110 PINEDALE DR, baltimore"
"386","1315817","3/3/2024","WATER MAIN BREAK","806 RIDGELEIGH RD","yes","806 RIDGELEIGH RD, baltimore"
"387","1316110","3/4/2024","WATER JOINT LEAK","7500 HOLABIRD AVE","yes","7500 HOLABIRD AVE, baltimore"
"388","1316132","3/4/2024","WATER MAIN BREAK","117 WALDRON AVE","yes","117 WALDRON AVE, baltimore"
"389","1316222","3/4/2024","WATER MAIN BREAK","1908 BENHILL AVE","yes","1908 BENHILL AVE, baltimore"
"390","1316240","3/5/2024","WATER MAIN BREAK","10102 CHARINGTON RD","yes","10102 CHARINGTON RD, baltimore"
"391","1316767","3/6/2024","WATER JOINT LEAK","310 CATHERINE ST","yes","310 CATHERINE ST, baltimore"
"392","1316958","3/6/2024","WATER MAIN BREAK","7202 CHAMBERLAIN RD","yes","7202 CHAMBERLAIN RD, baltimore"
"393","1317360","3/7/2024","WATER MAIN BREAK","411 BUTLER RD","yes","411 BUTLER RD, baltimore"
"394","1317361","3/7/2024","WATER MAIN BREAK","33 GREENWOOD AVE","yes","33 GREENWOOD AVE, baltimore"
"395","1317363","3/7/2024","WATER JOINT LEAK","33 GREENWOOD AVE","yes","33 GREENWOOD AVE, baltimore"
"396","1317373","3/7/2024","WATER JOINT LEAK","4603 MARBLE HALL RD","yes","4603 MARBLE HALL RD, baltimore"
"397","1317392","3/7/2024","WATER MAIN BREAK","10321 GREENSIDE DR","yes","10321 GREENSIDE DR, baltimore"
"398","1317431","3/7/2024","WATER MAIN BREAK","2800 BOARMAN AVE","yes","2800 BOARMAN AVE, baltimore"
"399","1317439","3/7/2024","WATER MAIN BREAK","1744 EAST PRESTON ST","yes","1744 EAST PRESTON ST, baltimore"
"400","1317506","3/8/2024","WATER JOINT LEAK","6001 STARLEIGH RD","yes","6001 STARLEIGH RD, baltimore"
"401","1317587","3/8/2024","WATER MAIN BREAK","6507 OAK CT","yes","6507 OAK CT, baltimore"
"402","1317619","3/8/2024","WATER MAIN BREAK","1200 LEADENHALL ST","yes","1200 LEADENHALL ST, baltimore"
"403","1317643","3/8/2024","WATER MAIN BREAK","2 PICKFORD CT","yes","2 PICKFORD CT, baltimore"
"404","1317647","3/8/2024","WATER MAIN BREAK","3412 COURTLEIGH DR","yes","3412 COURTLEIGH DR, baltimore"
"405","1317784","3/9/2024","WATER MAIN BREAK","2340 EUTAW PL","yes","2340 EUTAW PL, baltimore"
"406","1317906","3/10/2024","WATER MAIN BREAK","1632 EAST BIDDLE ST","yes","1632 EAST BIDDLE ST, baltimore"
"407","1317910","3/10/2024","WATER MAIN BREAK","1639 HAKESLEY PL","yes","1639 HAKESLEY PL, baltimore"
"408","1317952","3/11/2024","WATER JOINT LEAK","400 SOUTH CHARLES ST","yes","400 SOUTH CHARLES ST, baltimore"
"409","1318042","3/11/2024","WATER MAIN BREAK","6001 STARLEIGH RD","yes","6001 STARLEIGH RD, baltimore"
"410","1318077","3/11/2024","WATER JOINT LEAK","212 MARION AVE","yes","212 MARION AVE, baltimore"
"411","1318111","3/11/2024","WATER JOINT LEAK","4516 MARBLE HALL RD","yes","4516 MARBLE HALL RD, baltimore"
"412","1318178","3/11/2024","WATER MAIN BREAK","315 NORTH CALVERT ST","yes","315 NORTH CALVERT ST, baltimore"
"413","1318298","3/11/2024","WATER MAIN BREAK","1900 SULGRAVE AVE","yes","1900 SULGRAVE AVE, baltimore"
"414","1318305","3/11/2024","WATER MAIN BREAK","1203 SABINA AVE","yes","1203 SABINA AVE, baltimore"
"415","1318324","3/11/2024","WATER MAIN BREAK","2 COACHHOUSE DR","yes","2 COACHHOUSE DR, baltimore"
"416","1318357","3/12/2024","WATER MAIN BREAK","2340 EUTAW PL","yes","2340 EUTAW PL, baltimore"
"417","1318425","3/12/2024","WATER MAIN BREAK","1600 MARYLAND AVE","yes","1600 MARYLAND AVE, baltimore"
"418","1318429","3/12/2024","WATER MAIN BREAK","50 WEST OLIVER ST","yes","50 WEST OLIVER ST, baltimore"
"419","1318430","3/12/2024","WATER MAIN BREAK","104 STRATHDON WAY","yes","104 STRATHDON WAY, baltimore"
"420","1318439","3/12/2024","WATER JOINT LEAK","1512 WINCHESTER ST","yes","1512 WINCHESTER ST, baltimore"
"421","1318531","3/12/2024","WATER MAIN BREAK","215 MARION AVE","yes","215 MARION AVE, baltimore"
"422","1318696","3/12/2024","WATER MAIN BREAK","231 SOUTH BETHEL ST","yes","231 SOUTH BETHEL ST, baltimore"
"423","1318794","3/13/2024","WATER JOINT LEAK","5054 BUCKS SCHOOLHOUSE RD","yes","5054 BUCKS SCHOOLHOUSE RD, baltimore"
"424","1318797","3/13/2024","WATER JOINT LEAK","1617 COVINGTON ST","yes","1617 COVINGTON ST, baltimore"
"425","1318813","3/13/2024","WATER MAIN BREAK","4705 GATEWAY TER","yes","4705 GATEWAY TER, baltimore"
"426","1318840","3/13/2024","WATER MAIN BREAK","8 CROOKED WILLOW CT","yes","8 CROOKED WILLOW CT, baltimore"
"427","1318854","3/13/2024","WATER MAIN BREAK","3542 JUNEWAY","yes","3542 JUNEWAY, baltimore"
"428","1318927","3/13/2024","WATER MAIN BREAK","240 RODGERS FORGE RD","yes","240 RODGERS FORGE RD, baltimore"
"429","1318960","3/13/2024","WATER MAIN BREAK","225 NORTH CAREY ST","yes","225 NORTH CAREY ST, baltimore"
"430","1318973","3/13/2024","WATER MAIN BREAK","1428 DARIUS CT","yes","1428 DARIUS CT, baltimore"
"431","1319027","3/13/2024","WATER MAIN BREAK","205 SHERWOOD AVE","yes","205 SHERWOOD AVE, baltimore"
"432","1319033","3/13/2024","WATER JOINT LEAK","2007 TADCASTER RD","yes","2007 TADCASTER RD, baltimore"
"433","1319569","3/15/2024","WATER MAIN BREAK","2109 2118 EAST MADISON ST","yes","2109 2118 EAST MADISON ST, baltimore"
"434","1319798","3/15/2024","WATER JOINT LEAK","203 NORTH CAREY ST","yes","203 NORTH CAREY ST, baltimore"
"435","1319930","3/15/2024","WATER MAIN BREAK","2711 PARKWOOD AVE","yes","2711 PARKWOOD AVE, baltimore"
"436","1319991","3/16/2024","WATER MAIN BREAK","7138 WINDSOR BLVD","yes","7138 WINDSOR BLVD, baltimore"
"437","1320002","3/16/2024","WATER MAIN BREAK","2413 OAK MANOR RD","yes","2413 OAK MANOR RD, baltimore"
