"","workorderid","date","description","address","address1"
"236","1304492","1/27/2024","WATER MAIN BREAK","7 GREEN HEATHER CT","7 GREEN HEATHER CT, baltimore"
"237","1304522","1/27/2024","WATER MAIN BREAK","326 UPPERLANDING RD","326 UPPERLANDING RD, baltimore"
"238","1304524","1/27/2024","WATER MAIN BREAK","6839 QUEENS FERRY RD","6839 QUEENS FERRY RD, baltimore"
"239","1304533","1/28/2024","WATER MAIN BREAK","EAST BELVEDERE AVE AND WOODMONT AVE","EAST BELVEDERE AVE AND WOODMONT AVE, baltimore"
"240","1304559","1/28/2024","WATER MAIN BREAK","LINKWOOD RD AND OVERHILL RD","LINKWOOD RD AND OVERHILL RD, baltimore"
"241","1304564","1/28/2024","WATER MAIN BREAK","1614 HAZEL ST","1614 HAZEL ST, baltimore"
"242","1304578","1/28/2024","WATER MAIN BREAK","BAYONNE AVE AND CARTER AVE","BAYONNE AVE AND CARTER AVE, baltimore"
"243","1304585","1/29/2024","WATER MAIN BREAK","2924 CHARLESTON AVE","2924 CHARLESTON AVE, baltimore"
"244","1304590","1/29/2024","WATER JOINT LEAK","5505 KEMPER RD","5505 KEMPER RD, baltimore"
"245","1304594","1/29/2024","WATER MAIN BREAK","5702 1ST AVE","5702 1ST AVE, baltimore"
"246","1304671","1/29/2024","WATER MAIN BREAK","5719 2ND AVE","5719 2ND AVE, baltimore"
"247","1304717","1/29/2024","WATER MAIN BREAK","3003 DUNMORE RD","3003 DUNMORE RD, baltimore"
"248","1304773","1/29/2024","WATER MAIN BREAK","2804 SILVER HILL AVE","2804 SILVER HILL AVE, baltimore"
"249","1304838","1/29/2024","WATER MAIN BREAK","429 ROBERT ST","429 ROBERT ST, baltimore"
"250","1304871","1/29/2024","WATER MAIN BREAK","1716 NORTH CALHOUN ST","1716 NORTH CALHOUN ST, baltimore"
"251","1304983","1/30/2024","WATER MAIN BREAK","700 BLK BATTERY AVE","700 BLK BATTERY AVE, baltimore"
"252","1305275","1/30/2024","WATER MAIN BREAK","114 EAST EAGER ST","114 EAST EAGER ST, baltimore"
"253","1305838","1/30/2024","WATER MAIN BREAK","119 CHARGEUR RD","119 CHARGEUR RD, baltimore"
"254","1306237","1/30/2024","WATER MAIN BREAK","600 EAST LOMBARD ST","600 EAST LOMBARD ST, baltimore"
"255","1306346","1/30/2024","WATER MAIN BREAK","400 BLK TUNBRIDGE RD","400 BLK TUNBRIDGE RD, baltimore"
"256","1306365","1/30/2024","WATER MAIN BREAK","7612 BERKSHIRE RD","7612 BERKSHIRE RD, baltimore"
"257","1306371","1/30/2024","WATER MAIN BREAK","7106 HULL CT","7106 HULL CT, baltimore"
"258","1306488","1/30/2024","WATER MAIN BREAK","1337 WEST PRATT ST","1337 WEST PRATT ST, baltimore"
"259","1306492","1/30/2024","WATER MAIN BREAK","1026 WEST FAYETTE ST","1026 WEST FAYETTE ST, baltimore"
"260","1306498","1/30/2024","WATER MAIN BREAK","1 MONROE FIELD CT","1 MONROE FIELD CT, baltimore"
"261","1306511","1/31/2024","WATER MAIN BREAK","143 EAST NORTH AVE","143 EAST NORTH AVE, baltimore"
"262","1306517","1/31/2024","WATER MAIN BREAK","1334 WOODBOURNE AVE","1334 WOODBOURNE AVE, baltimore"
"263","1306598","1/31/2024","WATER MAIN BREAK","700 BLK BATTERY AVE","700 BLK BATTERY AVE, baltimore"
"264","1306610","1/31/2024","WATER JOINT LEAK","2100 KENNICOTT RD","2100 KENNICOTT RD, baltimore"
"265","1306693","1/31/2024","WATER MAIN BREAK","1505 EAST HOMBERG AVE","1505 EAST HOMBERG AVE, baltimore"
"266","1306769","1/31/2024","WATER MAIN BREAK","8620 WOODSPRING RD","8620 WOODSPRING RD, baltimore"
"267","1306781","1/31/2024","WATER MAIN BREAK","7906 SAINT GREGORY DR","7906 SAINT GREGORY DR, baltimore"
"268","1306797","1/31/2024","WATER MAIN BREAK","1109 OUTLETT MILLS CT","1109 OUTLETT MILLS CT, baltimore"
"269","1306816","1/31/2024","WATER MAIN BREAK","511 ACADEMY RD","511 ACADEMY RD, baltimore"
"270","1306866","2/1/2024","WATER MAIN BREAK","2719 EAST HOFFMAN ST","2719 EAST HOFFMAN ST, baltimore"
"271","1306867","2/1/2024","WATER MAIN BREAK","6732 DOGWOOD RD","6732 DOGWOOD RD, baltimore"
"272","1306887","2/1/2024","WATER MAIN BREAK","8201 MARCIE DR","8201 MARCIE DR, baltimore"
"273","1307019","2/1/2024","WATER MAIN BREAK","2803 SILVER HILL AVE","2803 SILVER HILL AVE, baltimore"
"274","1307180","2/1/2024","WATER MAIN BREAK","1010 FRANCIS AVE","1010 FRANCIS AVE, baltimore"
"275","1307224","2/2/2024","WATER MAIN BREAK","2000 KENNICOTT RD","2000 KENNICOTT RD, baltimore"
"276","1307300","2/2/2024","WATER MAIN BREAK","LINKWOOD RD AND STONEYFORD RD","LINKWOOD RD AND STONEYFORD RD, baltimore"
"277","1307524","2/2/2024","WATER JOINT LEAK","10 GLENCOE AVE","10 GLENCOE AVE, baltimore"
"278","1307568","2/2/2024","WATER MAIN BREAK","2 DENEISON ST","2 DENEISON ST, baltimore"
"279","1307576","2/3/2024","WATER MAIN BREAK","1332 MYRTLE AVE","1332 MYRTLE AVE, baltimore"
"280","1307586","2/3/2024","WATER MAIN BREAK","1300 WESTELLEN RD","1300 WESTELLEN RD, baltimore"
"281","1307587","2/3/2024","WATER MAIN BREAK","1012 SMOKE TREE RD","1012 SMOKE TREE RD, baltimore"
"282","1307588","2/3/2024","WATER MAIN BREAK","9 CRANBROOK RD","9 CRANBROOK RD, baltimore"
"283","1307591","2/3/2024","WATER MAIN BREAK","3061 OAK FOREST DR","3061 OAK FOREST DR, baltimore"
"284","1307611","2/3/2024","WATER MAIN BREAK","30 HOBART CT","30 HOBART CT, baltimore"
"285","1307627","2/3/2024","WATER MAIN BREAK","1321 MAPLE AVE","1321 MAPLE AVE, baltimore"
"286","1307631","2/3/2024","WATER MAIN BREAK","CHESLEY AVE AND MOYER AVE","CHESLEY AVE AND MOYER AVE, baltimore"
"287","1307644","2/4/2024","WATER MAIN BREAK","3 AMIEL CT","3 AMIEL CT, baltimore"
"288","1307681","2/4/2024","WATER MAIN BREAK","1442 BURTON AVE","1442 BURTON AVE, baltimore"
"289","1307731","2/5/2024","WATER MAIN BREAK","LINKWOOD RD AND STONEYFORD RD","LINKWOOD RD AND STONEYFORD RD, baltimore"
"290","1307767","2/5/2024","WATER MAIN BREAK","SOUTH STRICKER SAINT BOOTH ST","SOUTH STRICKER SAINT BOOTH ST, baltimore"
"291","1307831","2/5/2024","WATER MAIN BREAK","1417 GALENA RD","1417 GALENA RD, baltimore"
"292","1307851","2/5/2024","WATER MAIN BREAK","1520 DENTON RD","1520 DENTON RD, baltimore"
"293","1307874","2/5/2024","WATER MAIN BREAK","6 SMITH LN","6 SMITH LN, baltimore"
"294","1307884","2/5/2024","WATER MAIN BREAK","1 ALDER DR","1 ALDER DR, baltimore"
"295","1307952","2/5/2024","WATER MAIN BREAK","4800 OAKLAND PARK RD","4800 OAKLAND PARK RD, baltimore"
"296","1308054","2/5/2024","WATER MAIN BREAK","FREDERICK RD AND NORTH PROSPECT AVE","FREDERICK RD AND NORTH PROSPECT AVE, baltimore"
"297","1308061","2/5/2024","WATER MAIN BREAK","4600 LAUREL AVE","4600 LAUREL AVE, baltimore"
"298","1308062","2/5/2024","WATER MAIN BREAK","1715 WEST JOPPA RD","1715 WEST JOPPA RD, baltimore"
"299","1308151","2/6/2024","WATER MAIN BREAK","5523 WILLYS AVE","5523 WILLYS AVE, baltimore"
"300","1308191","2/6/2024","WATER MAIN BREAK","1206 WHITE AVE","1206 WHITE AVE, baltimore"
"301","1308293","2/6/2024","WATER MAIN BREAK","3134 JEFFREY RD","3134 JEFFREY RD, baltimore"
"302","1308336","2/6/2024","WATER JOINT LEAK","1337 WEST PRATT ST","1337 WEST PRATT ST, baltimore"
"303","1308439","2/6/2024","WATER JOINT LEAK","2 BANGERT AVE","2 BANGERT AVE, baltimore"
"304","1308461","2/6/2024","WATER MAIN BREAK","NORTH POINT RD AND MILLERS ISLAND RD","NORTH POINT RD AND MILLERS ISLAND RD, baltimore"
"305","1308483","2/7/2024","WATER MAIN BREAK","5509 WILKENS AVE","5509 WILKENS AVE, baltimore"
"306","1308537","2/7/2024","WATER MAIN BREAK","7807 BENNERTON DR","7807 BENNERTON DR, baltimore"
"307","1308596","2/7/2024","WATER JOINT LEAK","801 MC KIM ST","801 MC KIM ST, baltimore"
"308","1308655","2/7/2024","WATER MAIN BREAK","2206 GUILFORD AVE","2206 GUILFORD AVE, baltimore"
"309","1308666","2/7/2024","WATER JOINT LEAK","1228 RANKIN PL","1228 RANKIN PL, baltimore"
"310","1308825","2/7/2024","WATER MAIN BREAK","1333 WEST PRATT ST","1333 WEST PRATT ST, baltimore"
"311","1308830","2/7/2024","WATER JOINT LEAK","1337 WEST PRATT ST","1337 WEST PRATT ST, baltimore"
"312","1308853","2/7/2024","WATER MAIN BREAK","3233 EAST FAYETTE ST","3233 EAST FAYETTE ST, baltimore"
"313","1308978","2/8/2024","WATER JOINT LEAK","8214 NORTH POINT RD","8214 NORTH POINT RD, baltimore"
"314","1308989","2/8/2024","WATER MAIN BREAK","30 HOBART CT","30 HOBART CT, baltimore"
"315","1309056","2/8/2024","WATER MAIN BREAK","1520 DENTON RD","1520 DENTON RD, baltimore"
"316","1309145","2/8/2024","WATER MAIN BREAK","4407 SAINT THOMAS AVE","4407 SAINT THOMAS AVE, baltimore"
"317","1309173","2/8/2024","WATER MAIN BREAK","4424 WALNUT RD","4424 WALNUT RD, baltimore"
"318","1309180","2/9/2024","WATER MAIN BREAK","5412 BANGERT ST","5412 BANGERT ST, baltimore"
"319","1309272","2/9/2024","WATER MAIN BREAK","751 DOLPHIN ST","751 DOLPHIN ST, baltimore"
"320","1309288","2/9/2024","WATER MAIN BREAK","214 NORTH FULTON AVE","214 NORTH FULTON AVE, baltimore"
"321","1309291","2/9/2024","WATER MAIN BREAK","HOLLINS SAINT AND SOUTH CATHERINE ST","HOLLINS SAINT AND SOUTH CATHERINE ST, baltimore"
"322","1309362","2/9/2024","WATER MAIN BREAK","1332 MYRTLE AVE","1332 MYRTLE AVE, baltimore"
"323","1309369","2/9/2024","WATER MAIN BREAK","300 ROSEBANK AVE","300 ROSEBANK AVE, baltimore"
"324","1309399","2/9/2024","WATER MAIN BREAK","4816 PARKSIDE DR","4816 PARKSIDE DR, baltimore"
"325","1309472","2/10/2024","WATER MAIN BREAK","1140 MYRTLE AVE","1140 MYRTLE AVE, baltimore"
"326","1309535","2/11/2024","WATER MAIN BREAK","4 WEST NORTHERN PKWY","4 WEST NORTHERN PKWY, baltimore"
"327","1309592","2/12/2024","WATER MAIN BREAK","509 NORTH LINWOOD AVE","509 NORTH LINWOOD AVE, baltimore"
"328","1309714","2/12/2024","WATER MAIN BREAK","5210 KENWOOD AVE","5210 KENWOOD AVE, baltimore"
"329","1309724","2/12/2024","WATER JOINT LEAK","2712 BOARMAN AVE","2712 BOARMAN AVE, baltimore"
"330","1309747","2/12/2024","WATER JOINT LEAK","216 NORTH FULTON AVE","216 NORTH FULTON AVE, baltimore"
"331","1309776","2/12/2024","WATER JOINT LEAK","1715 WEST JOPPA RD","1715 WEST JOPPA RD, baltimore"
"332","1309799","2/12/2024","WATER MAIN BREAK","10323 GREENSIDE DR","10323 GREENSIDE DR, baltimore"
"333","1310002","2/13/2024","WATER JOINT LEAK","8418 TALLY HO RD","8418 TALLY HO RD, baltimore"
"334","1310006","2/13/2024","WATER JOINT LEAK","240 NORTH CALVERTON RD","240 NORTH CALVERTON RD, baltimore"
"335","1310235","2/13/2024","WATER MAIN BREAK","HAREWOOD RD AND CIRCLE RD","HAREWOOD RD AND CIRCLE RD, baltimore"
"336","1310271","2/14/2024","WATER MAIN BREAK","2335 HOLLINS FERRY RD BALTIMORE CITY","2335 HOLLINS FERRY RD BALTIMORE CITY, baltimore"
"337","1310328","2/14/2024","WATER MAIN BREAK","30 HOBART CT","30 HOBART CT, baltimore"
"338","1310412","2/14/2024","WATER JOINT LEAK","4811 KING AVE","4811 KING AVE, baltimore"
"339","1310446","2/14/2024","WATER MAIN BREAK","NORTH CHARLES SAINT AND CENTRE ST","NORTH CHARLES SAINT AND CENTRE ST, baltimore"
"340","1310448","2/14/2024","WATER JOINT LEAK","3312 WEST NORTH AVE","3312 WEST NORTH AVE, baltimore"
"341","1310473","2/14/2024","WATER JOINT LEAK","7904 SAINT GREGORY DR","7904 SAINT GREGORY DR, baltimore"
"342","1310474","2/14/2024","WATER MAIN BREAK","1022 WEST FAYETTE ST","1022 WEST FAYETTE ST, baltimore"
"343","1310513","2/14/2024","WATER MAIN BREAK","7800 EAST COLLINGHAM DR","7800 EAST COLLINGHAM DR, baltimore"
"344","1310549","2/15/2024","WATER MAIN BREAK","930 SOUTH CHARLES ST","930 SOUTH CHARLES ST, baltimore"
"345","1310772","2/15/2024","WATER MAIN BREAK","TUSCANY RD AND STONEYFORD RD","TUSCANY RD AND STONEYFORD RD, baltimore"
"346","1310787","2/15/2024","WATER JOINT LEAK","5218 FREDCREST RD","5218 FREDCREST RD, baltimore"
"347","1310842","2/15/2024","WATER JOINT LEAK","305 MARTINGALE AVE","305 MARTINGALE AVE, baltimore"
"348","1310874","2/15/2024","WATER MAIN BREAK","306 BRYANSTONE RD","306 BRYANSTONE RD, baltimore"
"349","1310912","2/16/2024","WATER MAIN BREAK","4134 FALLS RD","4134 FALLS RD, baltimore"
"350","1310938","2/16/2024","WATER MAIN BREAK","600 BLK WEST WEST ST","600 BLK WEST WEST ST, baltimore"
"351","1311075","2/16/2024","WATER JOINT LEAK","505 NORTH STREEPER ST","505 NORTH STREEPER ST, baltimore"
"352","1311184","2/16/2024","WATER JOINT LEAK","412 NORTH BELNORD AVE","412 NORTH BELNORD AVE, baltimore"
"353","1311217","2/16/2024","WATER JOINT LEAK","7521 KENLEA AVE","7521 KENLEA AVE, baltimore"
"354","1311569","2/18/2024","WATER MAIN BREAK","MILES RD AND MIDDLEBOROUGH RD","MILES RD AND MIDDLEBOROUGH RD, baltimore"
"355","1311571","2/18/2024","WATER MAIN BREAK","2007 TADCASTER RD","2007 TADCASTER RD, baltimore"
"356","1311584","2/18/2024","WATER MAIN BREAK","7904 SAINT GREGORY DR","7904 SAINT GREGORY DR, baltimore"
"357","1311593","2/18/2024","WATER MAIN BREAK","814 NORTH CAREY ST","814 NORTH CAREY ST, baltimore"
"358","1311621","2/19/2024","WATER MAIN BREAK","5000 WEST NORTHERN PKWY","5000 WEST NORTHERN PKWY, baltimore"
"359","1311631","2/19/2024","WATER JOINT LEAK","LEHMAN SAINT AND MILLINGTON AVE","LEHMAN SAINT AND MILLINGTON AVE, baltimore"
"360","1311634","2/19/2024","WATER MAIN BREAK","1023 ELTON AVE","1023 ELTON AVE, baltimore"
"361","1311644","2/19/2024","WATER JOINT LEAK","1407 LEMMON ST","1407 LEMMON ST, baltimore"
"362","1311646","2/19/2024","WATER MAIN BREAK","923 EAST PATAPSCO AVE","923 EAST PATAPSCO AVE, baltimore"
"363","1311656","2/19/2024","WATER JOINT LEAK","1010 FRANCIS AVE","1010 FRANCIS AVE, baltimore"
"364","1311830","2/20/2024","WATER MAIN BREAK","2131 HARMAN AVE","2131 HARMAN AVE, baltimore"
"365","1311842","2/20/2024","WATER JOINT LEAK","949 ELM RIDGE AVE","949 ELM RIDGE AVE, baltimore"
"366","1311915","2/20/2024","WATER MAIN BREAK","1432 EAST LANVALE SAINT BALTIMORE CITY","1432 EAST LANVALE SAINT BALTIMORE CITY, baltimore"
"367","1311981","2/20/2024","WATER JOINT LEAK","218 ALTAMONT AVE","218 ALTAMONT AVE, baltimore"
"368","1311984","2/20/2024","WATER MAIN BREAK","2527 BLK CHRISTIAN ST","2527 BLK CHRISTIAN ST, baltimore"
"369","1312041","2/20/2024","WATER JOINT LEAK","3420 GAITHER RD","3420 GAITHER RD, baltimore"
"370","1312042","2/20/2024","WATER MAIN BREAK","600 WASHINGTON AVE","600 WASHINGTON AVE, baltimore"
"371","1312044","2/20/2024","WATER MAIN BREAK","1601 EAST 33RD ST","1601 EAST 33RD ST, baltimore"
"372","1312084","2/21/2024","WATER MAIN BREAK","600 LAURENS ST","600 LAURENS ST, baltimore"
"373","1312099","2/21/2024","WATER MAIN BREAK","1 MCCORMICK AVE","1 MCCORMICK AVE, baltimore"
"374","1312146","2/21/2024","WATER MAIN BREAK","3228 TARTARIAN CT","3228 TARTARIAN CT, baltimore"
"375","1312163","2/21/2024","WATER MAIN BREAK","4556 DERBY MANOR DR","4556 DERBY MANOR DR, baltimore"
"376","1312173","2/21/2024","WATER JOINT LEAK","10603 ANGLO HILL RD","10603 ANGLO HILL RD, baltimore"
"377","1312314","2/21/2024","WATER JOINT LEAK","1433 BELLONA AVE","1433 BELLONA AVE, baltimore"
"378","1312315","2/21/2024","WATER JOINT LEAK","1745 CLIFTVIEW AVE","1745 CLIFTVIEW AVE, baltimore"
"379","1312345","2/22/2024","WATER MAIN BREAK","1100 CEDARCROFT RD","1100 CEDARCROFT RD, baltimore"
"380","1312490","2/22/2024","WATER MAIN BREAK","3 MCCORMICK AVE","3 MCCORMICK AVE, baltimore"
"381","1312700","2/22/2024","WATER MAIN BREAK","1218 BROOK HOLLOW RD","1218 BROOK HOLLOW RD, baltimore"
"382","1312702","2/22/2024","WATER MAIN BREAK","1116 CHATTERLEIGH CIR","1116 CHATTERLEIGH CIR, baltimore"
"383","1312727","2/23/2024","WATER MAIN BREAK","4800 SETON DR","4800 SETON DR, baltimore"
"384","1312879","2/23/2024","WATER JOINT LEAK","935 ELM RIDGE AVE","935 ELM RIDGE AVE, baltimore"
"385","1312947","2/23/2024","WATER JOINT LEAK","2802 MUNSTER RD","2802 MUNSTER RD, baltimore"
"386","1312954","2/23/2024","WATER MAIN BREAK","EAST 22ND SAINT AND NORTH CHARLES ST","EAST 22ND SAINT AND NORTH CHARLES ST, baltimore"
"387","1313005","2/24/2024","WATER MAIN BREAK","1505 KNECHT AVE","1505 KNECHT AVE, baltimore"
"388","1313021","2/24/2024","WATER MAIN BREAK","2817 ULMAN AVE","2817 ULMAN AVE, baltimore"
"389","1313026","2/24/2024","WATER MAIN BREAK","710 OREMS RD","710 OREMS RD, baltimore"
"390","1313041","2/24/2024","WATER MAIN BREAK","2116 NORTH CHARLES ST","2116 NORTH CHARLES ST, baltimore"
"391","1313049","2/24/2024","WATER MAIN BREAK","3531 ROCKDALE CT","3531 ROCKDALE CT, baltimore"
"392","1313054","2/24/2024","WATER MAIN BREAK","7313 KATHYDALE RD","7313 KATHYDALE RD, baltimore"
"393","1313279","2/26/2024","WATER JOINT LEAK","2315 HAMILTOWNE CIR","2315 HAMILTOWNE CIR, baltimore"
"394","1313288","2/26/2024","WATER MAIN BREAK","7900 SUBET RD","7900 SUBET RD, baltimore"
"395","1313314","2/26/2024","WATER MAIN BREAK","1414 GALENA RD","1414 GALENA RD, baltimore"
"396","1313534","2/27/2024","WATER MAIN BREAK","2 MONROE FIELD CT","2 MONROE FIELD CT, baltimore"
"397","1313562","2/27/2024","WATER MAIN BREAK","2106 MIDDLEBOROUGH RD","2106 MIDDLEBOROUGH RD, baltimore"
"398","1313617","2/27/2024","WATER JOINT LEAK","2802 MUNSTER RD","2802 MUNSTER RD, baltimore"
"399","1313671","2/27/2024","WATER MAIN BREAK","1117 CHESTER RD","1117 CHESTER RD, baltimore"
"400","1313731","2/27/2024","WATER MAIN BREAK","601 EAST 30TH ST","601 EAST 30TH ST, baltimore"
"401","1313795","2/27/2024","WATER MAIN BREAK","6025 BARSTOW RD","6025 BARSTOW RD, baltimore"
"402","1313805","2/27/2024","WATER MAIN BREAK","949 ELM RIDGE AVE","949 ELM RIDGE AVE, baltimore"
"403","1313816","2/27/2024","WATER MAIN BREAK","100 LONGDALE RD","100 LONGDALE RD, baltimore"
"404","1313990","2/28/2024","WATER JOINT LEAK","9600A PULASKI HWY","9600A PULASKI HWY, baltimore"
"405","1314215","2/29/2024","WATER MAIN BREAK","4813 SETON DR","4813 SETON DR, baltimore"
"406","1314242","2/29/2024","WATER MAIN BREAK","1 WEST LANVALE ST","1 WEST LANVALE ST, baltimore"
"407","1314344","2/29/2024","WATER JOINT LEAK","2200 EAST FORT AVE","2200 EAST FORT AVE, baltimore"
"408","1314347","2/29/2024","WATER JOINT LEAK","3405 PHILIPS DR","3405 PHILIPS DR, baltimore"
"409","1314387","2/29/2024","WATER MAIN BREAK","1 MCCORMICK AVE","1 MCCORMICK AVE, baltimore"
"410","1314859","2/29/2024","WATER JOINT LEAK","4115 THE ALAMEDA","4115 THE ALAMEDA, baltimore"
"411","1315359","2/29/2024","WATER MAIN BREAK","1200 GREYSTONE RD","1200 GREYSTONE RD, baltimore"
"412","1315380","2/29/2024","WATER MAIN BREAK","1600 MARYLAND AVE","1600 MARYLAND AVE, baltimore"
"413","1315391","3/1/2024","WATER MAIN BREAK","5238 BENSON AVE","5238 BENSON AVE, baltimore"
"414","1315392","3/1/2024","WATER MAIN BREAK","4530 HOLLINS FERRY RD","4530 HOLLINS FERRY RD, baltimore"
"415","1315396","3/1/2024","WATER JOINT LEAK","6001 STARLEIGH RD","6001 STARLEIGH RD, baltimore"
"416","1315621","3/1/2024","WATER JOINT LEAK","1117 CHESTER RD","1117 CHESTER RD, baltimore"
"417","1315653","3/1/2024","WATER MAIN BREAK","1031 NORTH BENTALOU ST","1031 NORTH BENTALOU ST, baltimore"
"418","1315692","3/1/2024","WATER MAIN BREAK","4124 WESTVIEW RD","4124 WESTVIEW RD, baltimore"
"419","1315752","3/1/2024","WATER MAIN BREAK","HOLABIRD AVE AND MANOR RD","HOLABIRD AVE AND MANOR RD, baltimore"
"420","1315762","3/2/2024","WATER MAIN BREAK","1 OAK SHADOWS CT","1 OAK SHADOWS CT, baltimore"
"421","1315804","3/2/2024","WATER MAIN BREAK","9721 SILVER FARM CT","9721 SILVER FARM CT, baltimore"
"422","1315805","3/2/2024","WATER MAIN BREAK","4110 PINEDALE DR","4110 PINEDALE DR, baltimore"
"423","1315817","3/3/2024","WATER MAIN BREAK","806 RIDGELEIGH RD","806 RIDGELEIGH RD, baltimore"
"424","1316110","3/4/2024","WATER JOINT LEAK","7500 HOLABIRD AVE","7500 HOLABIRD AVE, baltimore"
"425","1316132","3/4/2024","WATER MAIN BREAK","117 WALDRON AVE","117 WALDRON AVE, baltimore"
"426","1316222","3/4/2024","WATER MAIN BREAK","1908 BENHILL AVE","1908 BENHILL AVE, baltimore"
"427","1316240","3/5/2024","WATER MAIN BREAK","10102 CHARINGTON RD","10102 CHARINGTON RD, baltimore"
"428","1316767","3/6/2024","WATER JOINT LEAK","310 CATHERINE ST","310 CATHERINE ST, baltimore"
"429","1316958","3/6/2024","WATER MAIN BREAK","7202 CHAMBERLAIN RD","7202 CHAMBERLAIN RD, baltimore"
"430","1317360","3/7/2024","WATER MAIN BREAK","411 BUTLER RD","411 BUTLER RD, baltimore"
"431","1317361","3/7/2024","WATER MAIN BREAK","33 GREENWOOD AVE","33 GREENWOOD AVE, baltimore"
"432","1317363","3/7/2024","WATER JOINT LEAK","33 GREENWOOD AVE","33 GREENWOOD AVE, baltimore"
"433","1317373","3/7/2024","WATER JOINT LEAK","4603 MARBLE HALL RD","4603 MARBLE HALL RD, baltimore"
"434","1317392","3/7/2024","WATER MAIN BREAK","10321 GREENSIDE DR","10321 GREENSIDE DR, baltimore"
"435","1317431","3/7/2024","WATER MAIN BREAK","2800 BOARMAN AVE","2800 BOARMAN AVE, baltimore"
"436","1317439","3/7/2024","WATER MAIN BREAK","1744 EAST PRESTON ST","1744 EAST PRESTON ST, baltimore"
"437","1317506","3/8/2024","WATER JOINT LEAK","6001 STARLEIGH RD","6001 STARLEIGH RD, baltimore"
"438","1317587","3/8/2024","WATER MAIN BREAK","6507 OAK CT","6507 OAK CT, baltimore"
"439","1317619","3/8/2024","WATER MAIN BREAK","1200 LEADENHALL ST","1200 LEADENHALL ST, baltimore"
"440","1317643","3/8/2024","WATER MAIN BREAK","2 PICKFORD CT","2 PICKFORD CT, baltimore"
"441","1317647","3/8/2024","WATER MAIN BREAK","3412 COURTLEIGH DR","3412 COURTLEIGH DR, baltimore"
"442","1317784","3/9/2024","WATER MAIN BREAK","2340 EUTAW PL","2340 EUTAW PL, baltimore"
"443","1317906","3/10/2024","WATER MAIN BREAK","1632 EAST BIDDLE ST","1632 EAST BIDDLE ST, baltimore"
"444","1317910","3/10/2024","WATER MAIN BREAK","1639 HAKESLEY PL","1639 HAKESLEY PL, baltimore"
"445","1317952","3/11/2024","WATER JOINT LEAK","400 SOUTH CHARLES ST","400 SOUTH CHARLES ST, baltimore"
"446","1318042","3/11/2024","WATER MAIN BREAK","6001 STARLEIGH RD","6001 STARLEIGH RD, baltimore"
"447","1318077","3/11/2024","WATER JOINT LEAK","212 MARION AVE","212 MARION AVE, baltimore"
"448","1318111","3/11/2024","WATER JOINT LEAK","4516 MARBLE HALL RD","4516 MARBLE HALL RD, baltimore"
"449","1318178","3/11/2024","WATER MAIN BREAK","315 NORTH CALVERT ST","315 NORTH CALVERT ST, baltimore"
"450","1318298","3/11/2024","WATER MAIN BREAK","1900 SULGRAVE AVE","1900 SULGRAVE AVE, baltimore"
"451","1318305","3/11/2024","WATER MAIN BREAK","1203 SABINA AVE","1203 SABINA AVE, baltimore"
"452","1318324","3/11/2024","WATER MAIN BREAK","2 COACHHOUSE DR","2 COACHHOUSE DR, baltimore"
"453","1318357","3/12/2024","WATER MAIN BREAK","2340 EUTAW PL","2340 EUTAW PL, baltimore"
"454","1318425","3/12/2024","WATER MAIN BREAK","1600 MARYLAND AVE","1600 MARYLAND AVE, baltimore"
